%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.position0,field.position1,field.position2,field.velocity0,field.velocity1,field.velocity2,field.effort0,field.effort1,field.effort2
12229000000,11998,12229000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.060004737674029585,-0.06097692589730119,-0.011914205873762462,-0.5989398097843461,-0.9822336396173194,-0.2605378755933184,1.198465781307875,1.5835985648253408,0.3765689502908075
12230000000,11999,12230000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06060091066787621,-0.06195967210662179,-0.012175482311083563,-0.5961730112756155,-0.982746276439177,-0.26127651566106536,1.2017733395476482,1.5941560774840648,0.3799824468093578
12231000000,12000,12231000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06119429242592744,-0.06294277165171724,-0.012437440607791395,-0.5933817752402878,-0.9830996127072839,-0.26195837539285927,1.205028872127178,1.6045581355365752,0.38334602634230214
12232000000,12001,12232000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.061784859024520244,-0.06392606748584573,-0.012700024764385809,-0.5905666155443046,-0.9832959021838205,-0.2625842355772039,1.208232648204731,1.6148054095340423,0.3866599061367191
12233000000,12002,12233000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06237258705138693,-0.0649094048063974,-0.012963179558503235,-0.5877280435785981,-0.9833373890073651,-0.26315487336047627,1.2113849395912477,1.6248985829758404,0.3899243076140103
12234000000,12003,12234000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06295745360314875,-0.06589263104511023,-0.013226850541234292,-0.5848665682327381,-0.9832263075232736,-0.26367106218586767,1.2144860207208499,1.6348383520093495,0.3931394562577549
12235000000,12004,12235000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06353943628278103,-0.06687559585810998,-0.013490984033333042,-0.581982695866423,-0.9829648821217587,-0.26413357172502905,1.2175361685872064,1.6446254251886845,0.39630558154923745
12236000000,12005,12236000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06411851319706585,-0.06785815111579208,-0.01375552712141559,-0.5790769302801254,-0.982555327072141,-0.26454316783363785,1.2205356626902675,1.6542605232014629,0.3994229168219518
12237000000,12006,12237000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06469466295398796,-0.06884015089254358,-0.014020427654064527,-0.5761497726802504,-0.9819998463699602,-0.26490061248776764,1.2234847849988633,1.6637443786117396,0.40249169921369554
12238000000,12007,12238000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.0652678646601128,-0.06982145145632312,-0.014285634237924505,-0.57320172164742,-0.9813006335788425,-0.265206663743058,1.2263838198683183,1.673077735599561,0.4055121695342291
12239000000,12008,12239000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06583809791792916,-0.07080191125806135,-0.014551096233716088,-0.5702332731003588,-0.980459871683738,-0.26546207567720226,1.2292330539969694,1.6822613497168466,0.40848457221810763
12240000000,12009,12240000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06640534282313837,-0.07178139092095659,-0.01481676375221408,-0.5672449202594058,-0.9794797329439987,-0.26566759834488585,1.2320327763645573,1.6912959876041658,0.4114091552038617
12241000000,12010,12241000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.06696957996194008,-0.07275975322958939,-0.015082587650183221,-0.5642371536144567,-0.9783623787472698,-0.26582397773828415,1.2347832781523251,1.7001824267810628,0.4142861698590029
